45331266,0,6.5
45331266,1,6
45331266,2,5.5
45331266,3,5.5
45331266,4,8
45331266,5,6
9125083,5,11.5
9125083,6,13.5
9125083,7,12.5
9125083,8,5.5
9125083,9,5.5
9125083,10,6
9125083,11,7
9125083,12,6
9125083,13,6.5
9125083,14,12.5
9125083,15,5.5
9125083,16,8.5
52925803,17,5.5
52925803,18,5.5
52925803,19,5.5
52925803,20,5.5
52925803,21,5.5
52925803,22,5.5
52925803,23,5.5
52925803,24,5.5
52925803,25,5.5
52925803,26,5.5
52925803,27,5.5
52925803,28,5.5
52925803,29,5.5
52925803,30,5.5
52925803,31,5.5
52925803,32,5.5
52925803,33,5.5
52925803,34,5.5
52925803,35,5.5
52925803,36,5.5
52925803,37,5.5
52925803,38,5.5
52925803,39,5.5
52925803,12,5.5
52925803,40,5.5
52925803,41,5.5
52925803,42,5.5
52925803,43,5.5
52925803,44,5.5
52925803,45,5.5
52925803,46,5.5
52925803,11,5.5
52925803,47,5.5
52925803,48,5.5
52925803,49,5.5
52925803,50,5.5
52925803,51,5.5
52925803,52,5.5
52925803,53,5.5
52925803,54,5.5
52925803,55,5.5
52925803,56,5.5
52925803,57,5.5
52925803,58,5.5
52925803,59,5.5
52925803,60,5.5
52925803,61,5.5
52925803,62,5.5
52925803,63,5.5
52925803,64,5.5
52925803,65,5.5
52925803,66,5.5
52925803,67,5.5
52925803,68,5.5
52925803,69,5.5
52925803,70,5.5
52925803,71,5.5
52925803,72,5.5
52925803,73,5.5
52925803,74,5.5
52925803,75,5.5
52925803,76,5.5
52925803,77,5.5
52925803,78,5.5
52925803,79,5.5
52925803,80,5.5
52925803,81,5.5
52925803,82,5.5
52925803,83,5.5
52925803,84,5.5
52925803,85,5.5
52925803,86,5.5
52925803,15,5.5
52925803,87,5.5
52925803,88,5.5
52925803,89,5.5
52925803,90,5.5
52925803,91,5.5
52925803,92,5.5
52925803,93,5.5
52925803,94,5.5
52925803,95,5.5
52925803,96,5.5
52925803,97,5.5
52925803,98,5.5
52925803,99,5.5
52925803,100,5.5
52925803,101,5.5
52925803,102,5.5
52925803,103,5.5
52925803,104,5.5
52925803,105,5.5
52925803,106,5.5
52925803,107,5.5
52925803,108,5.5
52925803,109,5.5
52925803,110,5.5
52925803,111,5.5
52925803,112,5.5
52925803,113,5.5
52925803,114,5.5
52925803,115,5.5
52925803,116,5.5
52925803,117,5.5
52925803,118,5.5
52925803,119,5.5
52925803,120,5.5
52925803,121,5.5
52925803,122,5.5
52925803,123,5.5
52925803,124,5.5
52925803,125,5.5
52925803,126,5.5
52925803,127,5.5
52925803,128,5.5
52925803,129,5.5
52925803,130,5.5
52925803,131,5.5
52925803,132,5.5
52925803,133,5.5
52925803,134,5.5
52925803,135,5.5
52925803,136,5.5
52925803,137,5.5
52925803,138,5.5
